,weight,bias
0,0.04230601199584311,-0.013513979524585914
1,0.009675837676759474,-0.013513979524585914
2,0.25228639314268136,-0.013513979524585914
3,0.6218800764932082,-0.013513979524585914
4,1.1697399856559652,-0.013513979524585914
5,0.6621829273075546,-0.013513979524585914
6,0.707139945354851,-0.013513979524585914
7,0.7507962516832278,-0.013513979524585914
8,0.012416738463449874,-0.013513979524585914
9,0.06515459241419164,-0.013513979524585914
10,-0.01694809653392119,-0.013513979524585914
11,1.9145472994823909,-0.013513979524585914
12,0.04081472603820984,-0.013513979524585914
13,2.156061109369309,-0.013513979524585914
14,0.837275171213322,-0.013513979524585914
15,0.04689300009777006,-0.013513979524585914
16,0.33225407134805574,-0.013513979524585914
17,0.024177416989475068,-0.013513979524585914
18,0.049681197229749514,-0.013513979524585914
19,0.9577789732974844,-0.013513979524585914
20,0.7997501608786582,-0.013513979524585914
21,1.4079220741354759,-0.013513979524585914
22,0.47593313539054577,-0.013513979524585914
23,0.6831480355133283,-0.013513979524585914
